130	1331	3998																																																																																																																																																																																																																																																																																						
131	177	880																																																																																																																																																																																																																																																																																						
132	2611	3189	3881																																																																																																																																																																																																																																																																																					
133	745	1081	1124	1709	2362	2883	3203	3510	3578	3664	3672	3682	3996	4481	4868	4975	5088																																																																																																																																																																																																																																																																							
134	689	859	3535	4064																																																																																																																																																																																																																																																																																				
135	182	236	281	535	956	1090	3687	4103	4260	4287	4313	4829	4868	98																																																																																																																																																																																																																																																																										
136	204	247	291	487	715	1005	1370	1765	1782	1959	2079	2191	2321	2338	2390	2427	2496	2575	2747	3277	3742	3952																																																																																																																																																																																																																																																																		
137	430	572	708	741	929	954	1188	1402	1431	1676	1814	2380	2724	2880	2945	2966	3084	3149	3205	3226	3238	3356	3360	3791	4066	4262	4271	4275	4354	4401	4462	4509	4575	4625	4859	33	118																																																																																																																																																																																																																																																			
138	1701	2435	2594	3071	4868	4895	72																																																																																																																																																																																																																																																																																	
139	432	1766	4114	4425	4807																																																																																																																																																																																																																																																																																			
140	1302	2747	5065																																																																																																																																																																																																																																																																																					
